assuntos;tipos
requer na forma regimental deste poder legislativo , seja encaminhado expediente ao excelentíssimo prefeito da cidade de natal sr. álvaro dias e ao secretário municipal de serviços urbanos semsur , sr. jonny costa , solicitando aos mesmos a substituição de lâmpada do poste n° d2 056 , localizado na rua belo horizonte 295 , rocas , natal/rn , vizinho ao restaurante congelatos , trazendo uma maior comodidade e segurança aos moradores que frequentam o local;REQUERIMENTO
requer que seja enviado ofício à sttu , estudo para que seja colocada uma placa para parada de ônibus na avgovantônio de melo e souza , defronte à rua clenio fernandes sá , nova república , bairro de pajuçara;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da rua pitimbu , bairro da cidade alta;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da rua antônio pegado , bairro da cidade alta;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando o serviço de poda de árvores localizadas na rua joão xxiii , entre o trecho que compreende o hot dog do marujo e o cmei nossa senhora de lourdes , bairro mãe luíza , natal , capital do estado do rio grande do norte;REQUERIMENTO
requer que seja enviado ofício à semov , buracos no cruzamento das ruas teófilo brandão , travessa areia presupermercados , bairro petrópolis , natal , capital do estado do rio grande do norte;REQUERIMENTO
requer que seja enviado ofício à semov , buracos na rua joão xxiii , bairro mãe luiza , natal , capital do estado do rio grande do norte;REQUERIMENTO
requer , em caráter de urgência , máquinas de terraplanagem para avprofessor paulo freire no loteamento jardim brasil , bairro pajuçara , zona norte de natal;REQUERIMENTO
requer , em caráter de urgência , máquinas de terraplanagem para as seguintes ruas das prímulas , rio da prata , bela vista e travessa rio salgado , loteamento salinas , bairro redinha zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a realização de serviço de drenagem e pavimentação na rua tapirama , localizada no conjunto parque dos coqueiros , no bairro de nossa senhora da apresentação;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando providências para a poda de árvores localizadas na extensão da rua são josé , bairro de lagoa nova;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco no cruzamento da rua estácio de sá com a rua são vicente , no bairro de lagoa nova;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza e coleta do lixo , no entorno da rua e na quadra de esportes situada na rua são francisco de assis silveira , no bairro planalto , conjunto bela vista , para contribuir com o bemestar dos usuários da quadra e moradores , e diminuir a presença de insetos na região;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza e coleta do lixo , nas ruas josé arnaldo elias de souza clodoaldo caldas entre rua maranata e são bráulio , no bairro planalto , para contribuir com o bemestar dos moradores , e diminuir a presença de insetos na região;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a recuperação da pavimentação e troca das grades de drenagens de concreto , da rua padre raimundo brasil , bairro nova descoberta , zona sul de natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a recuperação da pavimentação e troca das grades de drenagens de concreto , da rua claudionor de andrade , bairro nova descoberta , zona sul de natal/rn;REQUERIMENTO
requer que seja enviado voto de pesar , pelo falecimento do sr. joão maria pinheiro , conhecido como joão alegria e zé da sorte;REQUERIMENTO
requer que seja realizada sessão solene em homenagem aos 50 anos do 2º esquadrão de transporte aéreo , a ser realizada no dia 24 de maio do corrente ano , as 15:00 horas , na base aérea de natal;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza da área ao redor da quadra de esportes , localizada entre as ruas desportista jeremias pineiro da câmara filho , arenopólis e escritor eulicio farias de lacerda , no bairro de ponta negra , natal/rn;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza do antigo horto da cidade da esperança , localizado na avpiauí com rua garanhuns , bairro cidade da esperança , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a poda das árvores do antigo horto da cidade da esperança , localizado na avpiauí com rua garanhuns , bairro cidade da esperança , natal/rn;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de obras públicas e infraestrutura semov , solicitando o serviço de assentamento de paralelepípedos na rua aposto tomé , no bairro de lagoa azul;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à companhia de serviços urbanos de natal urbana , solicitando o serviço de coleta de copos e dejetos em todo o percurso anexo;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria de saúde de natal sms , solicitando o serviço de fiscalização do condomínio residencial alice grilo com suposto foco de dengue , na rua nascimento de castro , no bairro dixsept rosado;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a realização de serviços de limpeza , capinação e roçagem do mato na rua laureano gomes , conjpanatis por trás da e. e. prof. josino macêdo , bairro potengi , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a instalação de abrigos de passageiros em toda a extensão da rua das prímolas , comunidade salinas , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a execução de tapaburaco na rua dos lírios , loteamento josé sarney , bairro lagoa azul;REQUERIMENTO
requer que seja enviado ofício à seharpe secretaria municipal de habitação , regularização fundiária e projetos estruturantes , solicitando o andamento do processo da regularização fundiária do conjunto alto da torre , redinha/natal;REQUERIMENTO
requer ofício à semov , solicitando operação tapa buraco na r da divisão cidade nova , zona oeste de natal/rn;REQUERIMENTO
requer que seja enviado ofício ao legislativo solicitando a reserva do plenário e pátio da referida casa legislativa para realização de ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na rua pacajus , próximo/ou em frente à avenida acaraú , conjunto panatis i bairro potengi , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na rua são domingos do amarante , em toda sua extensão , bairro , igapó , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada do poste nº d4 484 , localizado na ruajaciara , conjunto santarém bairro , potengi , natal/rn;REQUERIMENTO
requer o plenário para sessão solene para entrega da comenda dr. clemente galvão neto , pelo dia do dentista;REQUERIMENTO
requer o plenário para realização de sessão solene aos 10 anos da asan associação dos auditores do tesouro municipal de natal;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando que seja feita a limpeza , poda das árvores , manutenção na iluminação especial e reparos dos equipamentos da praça abel de menezes lira , localizada na rua dr. everton dantas cortês , bairro tirol;REQUERIMENTO
requer que seja enviado o ofício à semov , solicitando a operação tapa buraco na avenida capitão mor gouveia , bairro bom pastor , em frente a ubs km 6 sob o cep 59072100;REQUERIMENTO
requer que seja enviado o ofício à sms secretaria municipal de saúde , solicitando a implementação da central de esterilização na ubs pajuçara localizada na rua maracaí , conjunto pajuçara ii bairro pajuçara;REQUERIMENTO
requer que seja enviado o ofício à urbana , solicitando a colocação da placa de advertência proibido colocar lixo , na avenida norte bairro cidade nova , sob o cep 59072530 ao lado da escola luiz maranhão;REQUERIMENTO
requer que seja enviado ofício à sel , solicitando a limpeza e a manutenção da quadra de futsal , na rua lagoa seca com a rua lagoa nova bairro guarapes , zona oeste da capital;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o recapeamento asfáltico no prolongamento , da rua pereira pinto , na comunidade da guarita bairro alecrim , zona leste da capital;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a instalação de uma academia da terceira idade pinto em frente a casa nº 106 , comunidade da guarita bairro alecrim , zona leste desta capital.movimento em discussão únicarequerimento nº01317/2019 verrobson carvalho pmb assunto requer que seja enviado ofício à urbana , solicitando a limpeza da praça são camilo de lélis lagoa nova;REQUERIMENTO
requer que seja enviado ofício à sms , solicitando que sejam implementados , em sua totalidade , os serviços do posto de saúde da comunidade da áfrica , avdr. joão medeiros filho , na redinha;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando o serviço de poda das árvores da rua major laurentino de morais , barro vermelho;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando estudo de viabilidade técnica acerca das medidas que propõe;REQUERIMENTO
dispõe sobre a concessão de cartão especial de estacionamento para deficientes , autistas , gestantes em gravidez de risco e maiores de 60 anos , a ser utilizado em estacionamentos públicos e privados no município de natal/rn , e determina providências conexas;PROJETO DE LEI
dispõe sobre normas de segurança nas piscinas coletivas e públicas do município de natal , e dá outras providências;PROJETO DE LEI COMPLEMENTAR EMENDA DA VERª NINA SOUZA PDT
institui meiaentrada para radialistas e jornalistas em estabelecimentos que proporcionam cultura , lazer e entretenimento no município de natal , e dá outras providências;PROJETO DE LEI
dispõe sobre o cancelamento de créditos extintos por prescrição e decadência , e dá outras providências;EMENDA ENCARTADA PROJETO DE LEI
institui a obrigatoriedade de inclusão de conteúdos relativos à educação sexual nos currículos escolares das escolas de rede pública do município de natal;PROJETO DE LEI
estabelece a obrigatoriedade das farmácias privadas localizadas no âmbito do município de natal em manter em suas dependências ou fora delas , postos de coleta para o devido descarte de medicamentos por parte dos municípes e dá outras providências;PROJETO DE LEI
destina 5 % cinco por cento das vagas de concursos públicos do município de natal para os desempregados , e dá outras providências;PROJETO DE LEI
dispõe sobre a obrigatoriedade da inclusão de frases de incentivo a leitura nas contas de água e luz que especifica;PROJETO DE LEI
dispõe sobre a obrigatoriedade da prefeitura municipal do natal divulgar via internet , nos sítios eletrônicos dos órgãos da administração direta e indireta , a listagem dos empregados de empresas prestadoras de serviços terceirizados e dá outras providências;PROJETO DE LEI
cria o programa de apoio e conscientização para evitar os pedestres de usar aparelhos de celulares similares , na travessia das ruas e avenidas na cidade do natal e dá outras providências ;PROJETO DE LEI
cria o programa municipal avisem '' com o objetivo de auxiliar e aprimorar o procedimento de localização e recuperação de crianças e adolescentes desaparecidos no âmbito do município de natal , e dá outras providências;PROJETO DE LEI
requer que seja enviado ofício à semov , solicitando a realização de um trabalho de terraplanagem na rua pantanal próximo a escola municipal antônio severiano , conjunto pirangi iii etapa neópolis;REQUERIMENTO
requer que seja enviado oficio à semsur , solicitando a limpeza no afluente do canal do baldo , situado na rua beatriz pinheiro em frente ao número 1319 barro vermelho;REQUERIMENTO
requer que seja enviado ofício a urbana , solicitando a instalação de uma placa de proibido colocar lixo no canteiro central da rua itamar maciel felipe camarão;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício a secretária danielle araújo mafra , titular da secretaria municipal de esporte e lazer sel , que envie a semurb a solicitação de caracterização do campo de futebol de areia , localizado atrás da igreja do santuário dos mártires de cunhaú e uruaçu no bairro de nazaré;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , requer ao excelentíssimo secretário municipal de serviços urbano , rossini fernandes de oliveira , solicitamos a implantação de uma área coberta de conivência para jogos , na antiga lavandeira pública do rio das quintas;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , requer ao excelentíssimo secretário municipal de serviços urbano , rossini fernandes de oliveira , solicitamos a limpeza geral da praça dão marcolino , localizado na rua novo guarapes com a rua praia do meio no bairro dos guarapes;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando calçamento , localizado na rua poeta luiz alves correia , lot santa inês , bairro pajuçara , cep 59122244 natal rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando calçamento , localizado na rua são judas tadeu , bairro planalto , cep 59073094 natal rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando calçamento , localizado na rua santa quitéria , bairro planalto , cep 59073140 natal rn;REQUERIMENTO
requer na forma regimental deste poder legislativo , seja encaminhado expediente ao excelentíssimo prefeito da cidade de natal sr. álvaro dias e ao secretário municipal de serviços urbanos semsur , sr. jonny costa , solicitando aos mesmos a substituição de lâmpada do poste n° d2 056 , localizado na rua belo horizonte 295 , rocas , natal/rn , vizinho ao restaurante congelatos , trazendo uma maior comodidade e segurança aos moradores que frequentam o local;REQUERIMENTO
requer que seja enviado ofício à sttu , estudo para que seja colocada uma placa para parada de ônibus na avgovantônio de melo e souza , defronte a rua clenio fernandes sá , nova república , bairro de pajuçara;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da rua pitimbu , bairro da cidade alta;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da rua antônio pegado , bairro da cidade alta;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando o serviço de poda de árvores localizadas na rua joão xxiii , entre o trecho que compreende o hot dog do marujo e o cmei nossa senhora de lourdes , bairro mãe luíza , natal , capital do estado do rio grande do norte;REQUERIMENTO
rburacos no cruzamento das ruas teófilo brandão , travessa areia preta , com a petrópolis , natal , capital do estado do rio grande do norte;REQUERIMENTO
buracos na rua joão xxiii , bairro mãe luiza , natal , capital do estado do rio grande do norte;REQUERIMENTO
requer , em caráter de urgência , máquinas de terraplanagem para avprofessor paulo freire no loteamento jardim brasil , bairro pajuçara , zona norte de natal;REQUERIMENTO
requer , em caráter de urgência , máquinas de terraplanagem para as seguintes ruas das prímulas , rio da prata , bela vista e travessa rio salgado , loteamento salinas , bairro redinha zona norte de natal;REQUERIMENTO
requer esclarecimentos à secretaria municipal de saúde sms sobre a não distribuição do medicamento hidroxicloroquina reuquinol aos portadores de lúpus eritematoso sistêmico les , conforme orientado pelo protocolo 100/2013 do ministério da saúde , bem como a normalização de sua distribuição;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a realização de serviço de drenagem e pavimentação na rua tapirama , localizada no conjunto parque dos coqueiros , no bairro de nossa senhora da apresentação;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando providências para a poda de árvores localizadas na extensão da rua são josé , bairro de lagoa nova;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco no cruzamento da rua estácio de sá com a rua são vicente , no bairro de lagoa nova;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza e coleta do lixo , no entorno da rua e na quadra de esportes situada na rua são francisco de assis silveira , no bairro planalto , conjunto bela vista , para contribuir com o bemestar dos usuários da quadra e moradores , e diminuir a presença de insetos na região;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza e coleta do lixo , nas ruas josé arnaldo elias de souza clodoaldo caldas entre rua maranata e são bráulio , no bairro planalto , para contribuir com o bemestar dos moradores , e diminuir a presença de insetos na região;REQUERIMENTO
requer nos termos regimentais da câmara municipal do natal , que seja enviado o presente requerimento ao secretário municipal de obras , solicitando informações a respeito do túnel que ligará as obras de drenagem do entorno da arena das dunas ao rio potengi , tendo em vista que tal obra deveria ter sido finalizada até o evento da copa ocorrida no brasil no ano de 2014;REQUERIMENTO
requer nos termos regimentais da câmara municipal do natal , que seja enviado ofício a empresa de pesquisa agropecuária do rio grande do norte emparn , solicitando informações a respeito do estudo realizado no mês de maio do presente ano quanto ao volume pluviométrico do inverno de 2019;REQUERIMENTO
requer nos termos regimentais da câmara municipal do natal que seja enviado ofício ao sr. secretario da semurb secretaria de meio ambiente e urbanismo de natal para que preste esclarecimentos e informações no que se refere à regulamentação e cumprimento de lei municipal que aplica punição administrativa à cidadãos que jogarem lixo nas ruas , ou locais inadequados para tal fim;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a recuperação da pavimentação e troca das grades de drenagens de concreto , da rua padre raimundo brasil , bairro nova descoberta , zona sul de natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a recuperação da pavimentação e troca das grades de drenagens de concreto , da rua claudionor de andrade , bairro nova descoberta , zona sul de natal/rn;REQUERIMENTO
requer que seja enviado voto de pesar , pelo falecimento do sr. joão maria pinheiro , conhecido como joão alegria e zé da sorte;REQUERIMENTO
requer que seja realizada sessão solene em homenagem aos 50 anos do 2º esquadrão de transporte aéreo , a ser realizada no dia 24 de maio do corrente ano , as 15:00 horas , na base aérea de natal;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza da área ao redor da quadra de esportes , localizada entre as ruas desportista jeremias pineiro da câmara filho , arenopólis e escritor eulicio farias de lacerda , no bairro de ponta negra , natal/rn;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza do antigo horto da cidade da esperança , localizado na avpiauí com rua garanhuns , bairro cidade da esperança , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a poda das árvores do antigo horto da cidade da esperança , localizado na avpiauí com rua garanhuns , bairro cidade da esperança , natal/rn;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de obras públicas e infraestrutura semov , solicitando o serviço de assentamento de paralelepípedos na rua aposto tomé , no bairro de lagoa azul;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à companhia de serviços urbanos de natal urbana , solicitando o serviço de coleta de copos e dejetos em todo o percurso anexo;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria de saúde de natal sms , solicitando o serviço de fiscalização do condomínio residencial alice grilo com suposto foco de dengue , na rua nascimento de castro , no bairro dixsept rosado;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a realização de serviços de limpeza , capinação e roçagem do mato na rua laureano gomes , conjpanatis por trás da e. e. prof. josino macêdo , bairro potengi , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a instalação de abrigos de passageiros em toda a extensão da rua das prímolas , comunidade salinas , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a execução de tapaburaco na rua dos lírios , loteamento josé sarney , bairro lagoa azul;REQUERIMENTO
requer que seja enviado ofício à seharpe secretaria municipal de habitação , regularização fundiária e projetos estruturantes , solicitando o andamento do processo da regularização fundiária do conjunto alto da torre , redinha/natal;REQUERIMENTO
requer ofício à semov , solicitando operação tapa buraco na r da divisão cidade nova , zona oeste de natal/rn;REQUERIMENTO
requer que seja enviado ofício ao legislativo solicitando a reserva do ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na rua pacajus , próximo/ou em frente à avenida acaraú , conjunto panatis i bairro potengi , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na rua são domingos do amarante , em toda sua extensão , bairro , igapó , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada do poste nº d4 484 , localizado na ruajaciara , conjunto santarém bairro , potengi , natal/rn;REQUERIMENTO
requer o plenário para sessão solene para entrega da comenda dr. clemente galvão neto , pelo dia do dentista;REQUERIMENTO
requer o plenário para realização de sessão solene aos 10 anos da asan associação dos auditores do tesouro municipal de natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando que seja feito o serviço de terraplanagem para nivelamento do solo da rua marcos domingos leite como também da 2ª travessa marcos domingos leite , ambas localizadas no salinas , redinha;REQUERIMENTO
requer que seja enviado o ofício à semov , solicitando a operação tapa buraco na avenida capitão mor gouveia , bairro bom pastor , em frente a ubs km 6 sob o cep 59072100;REQUERIMENTO
requer que seja enviado o ofício à sms secretaria municipal de saúde , solicitando a implementação da central de esterilização na ubs pajuçara localizada na rua maracaí , conjunto pajuçara ii bairro pajuçara;REQUERIMENTO
requer que seja enviado o ofício à urbana , solicitando a colocação da placa de advertência proibido colocar lixo , na avenida norte bairro cidade nova , sob o cep 59072530 ao lado da escola luiz maranhão;REQUERIMENTO
requer que seja enviado ofício à sel , solicitando a limpeza e a manutenção da quadra de futsal , na rua lagoa seca com a rua lagoa nova bairro guarapes , zona oeste da capital;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o recapeamento asfáltico no prolongamento , da rua pereira pinto , na comunidade da guarita bairro alecrim , zona leste da capital;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a instalação de uma academia da terceira idade 106 , comunidade da guarita bairro alecrim , zona leste desta capital.movimento em discussão únicarequerimento nº01317/2019 verrobson carvalho pmb assunto requer que seja enviado ofício à urbana , solicitando a limpeza da praça são camilo de lélis lagoa nova;REQUERIMENTO
requer que seja enviado ofício à sms , solicitando que sejam implementados , em sua totalidade , os serviços do posto de saúde da comunidade da áfrica , avdr. joão medeiros filho , na redinha;REQUERIMENTO
requer que seja realizada sessão solene em alusão aos 29 anos da associação dos deficientes visuais do rio grande do norteadvirn , dia 01/08/2019 , às 18h30min;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando o serviço de poda das árvores da rua major laurentino de morais , barro vermelho;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando estudo de viabilidade técnica acerca das medidas que propõe;REQUERIMENTO
públicas municipais , postos de saúde , hospitais e bancos da cidade de natal e dá outras providências;PROJETO DE LEI
institui o `` programa saúde na escola '' no âmbito da rede municipal de ensino , na cidade de natal , e dá outras providências;PROJETO DE LEI
dispõe sobre a disponibilização na página eletrônica da prefeitura de ferramentas para apresentar defesa em face de autuações de trânsito de competência municipal e dá outras providências;EMENDA PROJETO DE LEI
dispõe sobre a autorização da secretaria municipal de transportes da cidade de natal , para implantar placas de sinalização indicativas de rotas alternativas em casos de alagamentos nas vias públicas e avisos em locais estratégicos sobre as áreas afetadas e dá outras providências;PROJETO DE LEI
fixa o expediente da secretaria municipal de trabelho a assistência social semtas e dá outras providências;EMENDA PROJETO DE LEI
dispõe sobre a obrigatoriedade de contratação de seguro de acidentes pessoais coletivos para os passageiros de ônibus pelas empresas concessionárias da cidade do natal e dá outras providências;PROJETO PROJETO DE LEI
requer ao exmosenhor deputado federal joão maia , recurso da união para finalizar o recapeamento da avhermes da fonseca , tendo em vista , que a prefeitura municipal do natal não concluiu a obra;PROJETO ESTADO DO RIO GRANDE DO NORTE CÂMARA MUNICIPAL DO NATAL PALÁCIO PADRE MIGUELINHO REQUERIMENTO
requer que seja enviado ofício ao exmodeputado george soares , solicitando audiência conjunta entre a câmara municipal de natal e a assembleia legislativa do rn , para tratar de investimentos nos pontos turísticos da cidade do natal;REQUERIMENTO
requer seja enviado ofício à semsur solicitando seja providenciada a poda das árvores e a limpeza da praça das rosas , situada na rua estrela dalva , conjpirangi ii neópolis;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício ao ilustríssimo secretário municipal , irapoa nobrega , titular da semsur , solicitando a implantação de postes padrão de alameda , na lateral do inss , localizado na avenida lima e silva , entre a rua dos caicos e avenida coronel estevam no bairro de nazaré;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício ao ilustríssimo secretário municipal , irapoa nobrega , titular da semsur , solicitando a implantação de postes padrão de alameda , por trás do inss , localizado na rua dos caicos e avenida miguel castro no bairro de nazaré;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício a semtas , solicitando cursos de biscuit , vagonite , pintura e corte de cabelo , para o conselho comunitário do bairro de nazaré , localizado na avenida lima e silva , 1573 , no bairro de nazaré;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a manutenção da academia da 3ª idade na rua antônio trigueiro , bairro de felipe camarão;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando abrigo de passageiros defronte a escmunemmanuel bezerra , rua mira mangue , bairro do planalto;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando faixa de pedestres na rua geraldo serrano , defronte ao centro educacional vista verde , no bairro pajuçara;REQUERIMENTO
realizada no dia 03 de setembro , às 9h;REQUERIMENTO
requer que seja enviado ofício ao dnit , solicitando esclarecimentos e informações acerca das obras de manutenção e estruturantes realizada na ponte de igapó;REQUERIMENTO
requer que seja enviado ofício à secretaria municipal de turismo de natal , solicitando esclarecimentos e informações quanto à diminuição do fluxo de turistas na cidade;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a implantação de uma rotatória no cruzamento da avenida engenheiro joão hélio com a avenida agrestina , bairro planalto , natal/rn;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando que seja feita uma sinalização do solo sinalização horizontal pintura da faixa de pedestre e placa referente à mesma , em frente a panificadora san vale , na avdos xavantes , conjcidade satélite , bairro de pitimbú , natal/rn;REQUERIMENTO
requer que seja realizada sessão solene , em homenagem ao dia do administrador , no dia 10 de setembro de 2019 , no plenário érico hackradt;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a implantação de academia da terceira idade na avenida da seringueirabairro vale dourado;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação da rua sem nome , localizada entre as ruas dr. orlando de azevedo e américo soares wanderley , próximo a horta capim maciobairro capim macio;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando quebramolas na avenida praia de muriú , em frente a oficina do heraldobairro ponta negra;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de todas as máquinas da academia da terceira idade localizada na praia do meioas máquinas estão enferrujadas e algumas estão quebradas;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a capinação e limpeza de lagoa de captação da avpaulistana / acaraú , cjpanatis , bairro potengi , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a capinação , pintura e instalação de novos bancos na praça iapissara aguiar , bairro potengi , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na avenida alameda das mansões , próximo/ou em frente ao condomínio bairro latino bairro candelária , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada do poste nº d4 368 , localizado na rua imaruí , conjunto santarém bairro , potengi natal/rn ;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada do poste nº co 378 , localizado na ruasão francisco bairro , igapó natal/rn ;REQUERIMENTO
requer que seja enviado ofício à sms , solicitando atuação dos carros fumacê nos bairros de natal;REQUERIMENTO
proíbe a limitação de dados para banda larga fixa oferecida no âmbito do município de natal , e dá outras providênciasestado do rio grande do norte câmara municipal do natal palácio padre miguelinho projeto de lei nº131/2019 verney lopes jr psd assunto institui o dia municipal da paz e da conciliação;PROJETO DE LEI
altera lei orgânica do município do natal , em consonância com os princípios da publicidade e transparência de contas públicas;PROJETO DE EMENDA À LEI ORGÂNICA No
`` cria o programa vizinhança solidária cidadã , de comunicação direta , via whatsapp , com a polícia militar e dá outras providências '';PROJETO DE LEI
requer que seja enviado ofício à semov , solicitando a pavimentação da rua santa vitória do palmar , conjpirangi ii etapa , bairro neópolis;EMENDA ENCARTADA REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a poda das árvores , situadas na avsalvador , conjsoledade i , atrás do carrefour zona norte;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a poda das árvores , situadas na rua alfredo edeltrudes com a rua luiz xv , bairro nordeste;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício ao ilustríssimo secretário municipal da urbana , jonny costa , solicitando a limpeza , varredura e pintura de meio fio , na rua guimassu , por trás da dvn mármore no bairro do bom pastor;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício a secretária , elequicina maria dos santos , titular da secretaria municipal de mobilidade urbana sttu , solicitamos a instalação de lombadas em toda extensão da rua augusto calheiros no bairro do bom pastor;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício ao secretário , tomaz pereira de araújo neto , titular da semov , solicitando a execução do fechamento do buraco , em frente ao curral municipal na rua nova jerusalém , por trás da dvn mármore , no bairro do bom pastor;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco , localizado na rua ibiara esquina com a avparaíba , bairro cidade da esperança , cep 59070460 , no município de natal;REQUERIMENTO
solicitando a semov a drenagem e pavimentação das ruas do jardim progresso;REQUERIMENTO
requer na forma regimental deste poder legislativo , seja encaminhado expediente ao excelentíssimo prefeito da cidade de natal , sr. álvaro dias e a secretária da semsur secretaria municipal de serviços urbanos , sr. irapoã nobrega , solicitando dos mesmos , manutenção e substituição de lâmpadas no bosque das mangueiras , localizado na avnascimento de castro , com avjaguarari , lagoa nova , natal/rn , haja vista que o esse problema tem causado sérios problemas de insegurança as pessoas que utilizam aquele espaço para as práticas de atividades físicas e passeios;REQUERIMENTO
