,assunto,n requerimento,partido,vereador
977,"que seja enviado ofício à semsur, solicitando a substituição de lâmpadas em poste de identificação: c 0616 localizado à rua santa clara, bairro potengi ",01368/2019,ver.,"ver. robson carvalho  pmb assunto: requer que seja enviado ofício à semov, solicitando operação tapa buraco localizado à rua da esmeralda, potilândia, lagoa nova. movimento: em discussão única.  requerimento nº. 01369/2019 "
978,"à semsur, solicitando a substituição de lâmpadas em postes de identificação: bo 384 e bo 385, localizados à rua padre manoel da nóbrega, pajuçara. ",01370/2019,pmb,ver. robson carvalho 
979,"câmara municipal de natal, requer ao excelentíssimo diretor geral da caern, roberto sergio ribeiro linhares, solicitando um parecer técnico, informando quais ruas estão saneadas no bairro do km6. ",01577/2019,psdb,ver. aroldo alves 
980,"câmara municipal de natal, requer ao excelentíssimo secretário municipal de serviços urbano, rossini fernandes de oliveira, solicitando o reparo nos aparelhos da academia da terceira idade, localizada na rua da fé, no bairro de km6. ",01578/2019,psdb,ver. aroldo alves 
981,"à semov, solicitando reparação de calçamento, localizado na rua são joão, bairro felipe camarão, cep 59072-410  natal rn. ",1313/2019,pros,verª. carla dickson 
982,"à sttu, solicitando um redutor de velocidade (quebra molas), na extensão da rua nova jerusalém (em frente a mercearia do juca), localizada no bairro bom pastor, cep 59060-060 - natal-rn. ",01314/2019,pros,verª.carla dickson 
983,"à sel, solicitando aquisição de 04 traves para futebol de areia, com metragem de 5,50m x 2,50m, ressaltando que cada poste ou baliza, deve conter a metragem de 3,10m com fixação de 0,60cm no solo. sugerimos a cor das traves amarelas ou laranja contrastando com o solo arenoso. localizado na travessa manoel caetano, s/nº (área de dunas), no bairro da redinha, natal-rn. ",01449/2019,pros,verª. carla dickson 
984,"do meio fio na rua dos violeiros, bairro lagoa azul, natal/rn ",01564/2019,pdt,ver. chagas catarino 
985,"árvores, entre as ruas dos congos e a rua bumba meu boi. ",01571/2019,pdt,ver. chagas catarino 
986,mudas de árvores no canteiro central da avenida itapetinga. na zona norte de natal. ,01572/2019,pdt,ver. chagas catarino 
987,"à semov, solicitando operação tapa buraco na rua sampaio correia, bom pastor, natal/rn. ",01565/2019,dem,ver. dagô do forró 
988,"à semov, solicitando operação tapa buraco na rua assis brasil, quintas, natal/rn. ",01566/2019,dem,ver. dagô do forró 
989,"semsur, solicitando a limpeza do canteiro na rua getúlio vargas, em frente a casa nº 206, bairro nordeste, natal/rn. ",01567/2019,dem,ver. dagô do forró 
990,"à semov, solicitando o calçamento e drenagem da rua laranjeiras, loteamento jardim brasil, bairro de pajuçara. ",01418/2019,psdb,ver. dickson nasser júnior 
991,"à semov, solicitando o calçamento e drenagem da rua paulo dantas, loteamento jardim brasil, bairro de pajuçara. ",01419/2019,psdb,ver. dickson nasser júnior 
992,"à semov, solicitando o calçamento e drenagem da rua francisco bernardo da silva, loteamento jardim brasil, bairro de pajuçara. ",01420/2019,psdb,ver. dickson nasser júnior 
993,"educação - sme informações sobre o custo-aluno da rede pública municipal de natal referente à pré-escola, creche, ensino fundamental i e ii e ensino de jovens e adultos (eja) em tempo integral ou parcial. ",01405/2019,psl,verª. eleika bezerra 
994,"saúde  sms providências para a reforma da unidade básica de saúde do parque das dunas i, localizado na avenida mar do sul. ",01528/2019,psl,verª. eleika bezerra 
995,"à semsur, solicitando providências para a instalação de postes na rua dos lavradores e na rua lírio do vale, no conjunto parque dos coqueiros, no bairro de nossa senhora da apresentação. ",01529/2019,psl,verª. eleika bezerra 
996,"nos termos regimentais da câmara municipal do natal que seja enviado ofício ao secretário da sin (secretaria da infraestrutura do rn) para que preste esclarecimentos e informações acerca do andamento das obras de saneamento e drenagem na capital, e precisamente quando se dará a totalidade de sua conclusão. ",01523/2019,ver.,"ver. felipe alves  pdb assunto: requer nos termos regimentais da câmara municipal do natal que seja enviado ofício ao diretor da caern (companhia de aguas e esgotos do rn) para que preste esclarecimentos e informações acerca do andamento das obras de saneamento e drenagem na capital, e precisamente quando se dará a totalidade de sua conclusão. movimento: em discussão única.  requerimento nº. 01524/2019 "
997,"que seja enviado ofício à semov, solicitando a recuperação e pavimentação da rua engenheiro nelson matos, bairro nova descoberta, zona sul de natal/rn. ",01541/2019,ver.,"ver. felipe alves  pdb assunto: requer que seja enviado ofício à sttu, solicitando esclarecimentos e informações relativas à apreensão de veículos estacionados em locais proibidos. movimento: em discussão única.   estado do rio grande do norte câmara municipal do natal palácio padre miguelinho    7    requerimento nº. 01462/2019 "
998,"que seja enviado ofício à secretaria municipal de transportes e trânsito urbano  sttu, solicitando uma faixa de pedestre, em frente ao mercadinho marambaia na rua armando ribeiro gonçalves, conjunto brasil novo  bairro pajuçara, zona norte de natal/rn. ",01463/2019,ver.,"ver. fernando lucena  pt assunto: requer que seja enviado ofício à semov, solicitando a reposição de paralelepípedos da rua coronel mário cabral, nova descoberta, zona sul de natal/rn. movimento: em discussão única.  requerimento nº. 01464/2019 "
999,"que seja enviado ofício ao gabinete civil da prefeitura de natal, solicitando que seja publicado no diário oficial, o decreto do plano de manejo do município de natal/rn. ",01515/2019,ver.,"ver. franklin capistrano  psb assunto: requer que seja enviado voto de pesar ao sr. antônio ferreira barroso, pelo falecimento de sua mãe a sra. nair ferreira barroso. movimento: em discussão única.  requerimento nº. 01517/2019 "
1000,"que seja enviado ofício à semov, solicitando a pavimentação da rua josé agnaldo do número 244 a 25 (rua da igreja universal). bairro  redinha. cep: 59122-070. ",01518/2019,ver.,"ver. fúlvio saulo  sd assunto: requer que seja enviado ofício a fundação capitania das artes  funcarte , solicitando que o horário de funcionamento do memorial, localizado no parque dom nivaldo monte, seja o mesmo estabelecido pelo parque da cidade. movimento: em discussão única.  requerimento nº. 01545/2019 "
1001,"à semsur, solicitando manutenção da academia da terceira idade localizada na praça guarujá. conjunto gramoré. bairro: lagoa azul. ",01547/2019,sd,ver. klaus araújo 
1002,"à sttu, solicitando quebra-molas na rua joão alves de carvalho (em frente ao mercadinho do puruca). conjunto: serrambi i. cep: 59084-295. ",01548/2019,sd,ver. klaus araújo 
1003,"termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de serviços urbanos (semsur), solicitando o serviço de capinação e limpeza no ceu (centro de esportes e artes unificadas), que esta localizado na rua são josé, número 855 no bairro de felipe camarão. ",01380/2019,ver.,"ver. kleber fernandes- pdt assunto: requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de obras públicas e infra-estrutura (semov), solicitando o serviço de assentamento de paralelepipedos na rua apostolo simão, no bairro de lagoa azul, loteamento jeová. movimento: em discussão única.  estado do rio grande do norte câmara municipal do natal palácio padre miguelinho    9    requerimento nº. 01381/2019 "
1004,ofício à urbana solicitando limpeza e capinação na lateral da escola raimundo soares com a escola lauro de castro. ,01382/2019,ver.,"ver. kleber fernandes- pdt assunto: requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de mobilidade urbana (sttu), solicitando o serviço de faixa de pedestre, lombada e sinalização, em frente ao cmei maria abigail barros de azevedo, situado a rua dos repentistas, nº 3037, conj. nova natal, bairro lagoa azul. movimento: em discussão única.  requerimento nº. 01494/2019  ver. luiz almir  sem partido assunto: requer que seja enviado ofício à semov, solicitando pavimentação da av. brasil, conj. jardim américa, bairro de felipe camarão. a avenida faz parte do anel viário das linhas 23/69 e 30/31. movimento: em discussão única.  requerimento nº. 01497/2019  ver. luiz almir  sem partido assunto: requer que seja enviado ofício à semov, solicitando uma operação tapa-buraco em toda a extensão da av. xavantes, conj. cidade satélite, bairro pitimbú movimento: em discussão única.     estado do rio grande do norte câmara municipal do natal palácio padre miguelinho    10   requerimento nº. 01498/2019  ver. luiz almir  sem partido assunto: requer que seja enviado ofício à semov, solicitando pavimentação asfáltica no trecho da av. nascimento de castro até o cruzamento com a rua bom pastor, bairro de bom pastor. movimento: em discussão única.  requerimento nº. 01290/2019 "
1005,"ofício à semsur, solicitando troca de lâmpadas nos seguintes postes: 1-d8-105 e 2- d8-105 ",01384/2019,ver.,"ver. maurício gurgel  psol assunto: requer envio ofício à urbana, solicitando  limpeza de canteiro na r paratinga  conjunto soledade  bairro potengi natal/rn. movimento: em discussão única.  requerimento nº. 01385/2019 "
1006,"à semov, solicitando operação tapa buraco na travessa mário lira, próximo com a rua. felizardo moura bairro, quintas, natal/rn. ",01443/2019,pdt,verª. nina souza 
1007,"à urbana, solicitando a limpeza de uma área verde, localizado no entorno da ubs, próximo/ou em frente à rua. pedra do sino, conjunto soledade l  bairro potengi, natal/rn. ",01444/2019,pdt,verª.nina souza 
1008," bairro, planalto, natal/rn ",01445/2019,"424,","verª. nina souza -pdt assunto: requer que seja enviado ofício à semsur, solicitando a troca de lâmpada do poste nº b4 "
1009,"à sttu, solicitando para que seja implantada uma linha de ônibus interligando o conjunto parque dos coqueiros, bairro nossa senhora da apresentação ao centro da cidade. o mesmo devera ter itinerário via ponte newton navarro, rua santa luzia, avenida maranguape ao partage norte shopping. ",1276/2019,psdb,ver. paulinho freire 
1010,"à semsur, solicitando que seja feita a manutenção da iluminação das passarelas localizadas na br 101 e avenida salgado filho. passarela localizada no trecho em frente a lateral da igreja evangélica universal do reino de deus e a outra está localizada na br 101, no trecho em frente para lateral do hiper bompreço de ponta negra. ",01277/2019,psdb,ver. paulinho freire 
1011,"serviços de limpeza, capinação, pintura do meio-fio e retirada de entulhos em torno da lagoa de captação que fica localizada entre as ruas industrial joão mota, antônio farache, ismael pereira da sila e missionário joel carlson, bairro capim macio. ",01278/2019,psdb,ver. paulinho freire 
1012,"à sttu, solicitando da ilustre secretária, a implantação de uma ciclo via, na rua joão hélio alves rocha - bairro planalto, sob o cep: 59073070. ",01235/2019,patriota,ver. preto aquino 
1013,"ofício à semov, solicitando o calçamento da rua reinaldo fernandes pimenta filho - bairro planalto, sob o cep 59073-370. ",01236/2019,patriota,ver. preto aquino 
1014,"ofício à sme, solicitando a implantação de um cmei no bairro nova cidade. movimento:- em discussãoúnica.  requerimento nº. 01538/2019 - ver. raniere barbosa  avante assunto: requer que seja enviado ofício à urbana, solicitando a limpeza geral dos canteiros e das ruas do anel viário e adjacentes  bairro: felipe camarão, zona oeste da capital. ",01308/2019,patriota,ver. preto aquino 
1015,"em discussão única.      estado do rio grande do norte câmara municipal do natal palácio padre miguelinho    13   requerimento nº. 01540/2019 - ver. raniere barbosa  avante assunto: requer que seja enviado ofício à semsur, solicitando a troca de lâmpada para o poste nº f6-140, localizado na avenida: raniere mazille  bairro: felipe camarão, zona oeste desta capital. ",01539/2019,bairro:,"ver. raniere barbosa  avante assunto: requer que seja enviado ofício à semsur, solicitando que seja reposto 01 (um) poste pétala de 11mts, nas ruas da lagoa nova e da lagoa seca "
1016,"que seja enviado ofício à semsur, solicitando a substituição de lâmpadas em poste de identificação: f 6571, à rua santoro em felipe camarão. ",01468/2019,ver.,"ver. robson carvalho  pmb assunto: requer que seja enviado ofício à sttu, solicitando reparo asfáltico à rua mirassol, em frente a residência de nº 128 em felipe camarão. movimento: em discussão única. requerimento nº. 01469/2019 "
1017,"solene em homenagem ao grupo de apoio à vida: sentinelas de cristo, dia 28/08/2019, às 18h30min ",01470/2019,pmb,ver. robson carvalho 
1018,"à sel, solicitando reforma da quadra esportiva, localizada na av. itapetinga, conj. santarém, bairro potengi, natal-rn. ",1451/2019,pros,verª. carla dickson 
1019,"à semov, solicitando recapeamento asfáltico da rua manoel miranda, localizada no bairro alecrim, cep: 59037-250, natal-rn. ",01452/2019,pros,verª.carla dickson 
1020,"à semov, solicitando operação tapa buraco, localizado no cruzamento da rua porto alegre com a rua são gabriel, bairro cidade da esperança, cep 59071-390  natal rn. ",01563/2019,pros,verª. carla dickson 
1021,"à semsur, solicitando a manutenção da academia na av. antônio basílio, próximo a av. coronel estevam, em frente a mercado bom preço, dix-sept rosado, natal/rn. ",01568/2019,dem,ver. dagô do forró 
1022,"à semsur, solicitando a limpeza da pista de bicicross, ponta negra, natal/rn. ",01569/2019,dem,ver. dagô do forró 
1023,"à semsur, solicitando a limpeza do mato na calçada dos colégios na av. coronel estevam, entre a av. antônio basílio e av. bernardo vieira, de frente a loja j. l. veículos, dix-sept rosado, natal/rn. ",01570/2019,dem,ver. dagô do forró 
1024,"à semov, solicitando o calçamento e drenagem da rua maria da paixão, loteamento jardim brasil, bairro de pajuçara. ",01421/2019,psdb,ver. dickson nasser júnior 
1025,"à semov, solicitando o calçamento e drenagem da rua efraim veras, loteamento jardim brasil, bairro de pajuçara. ",01422/2019,psdb,ver. dickson nasser júnior 
1026,"à semov, solicitando o calçamento e drenagem da rua flor de carlinda, bairro da redinha. ",01586/2019,psdb,ver. dickson nasser júnior 
1027,"de urgência, saber qual o material escolar foi entregue na rede municipal de ensino, bem como quais os estabelecimentos de ensino que não receberam esse material. ",01589/2019,pt,ver.a divaneide basílio 
1028,"de urgência, informações a cerca da aquisição de tampões para fechar tubulações irregulares na rua planície amazônica no conjunto soledade ii, bairro potengi, zona norte de natal . ",01590/2019,pt,ver.a divaneide basílio 
1029,"à semov, solicitando operação tapa buraco no cruzamento da avenida hermes da fonseca com a rua potengi, no bairro de petrópolis. ",01530/2019,psl,verª. eleika bezerra 
1030,"à urbana, solicitando a retirada de lixo na rua leão veloso, por trás do hospital giselda trigueiro. ",01532/2019,psl,verª. eleika bezerra 
1031,"à urbana, solicitando a retirada de lixo de um reservatório abandonado da caern, localizado entre a rua iranildo de frança com a rua guaranis, conjunto parque dos coqueiros. ",01533/2019,psl,verª. eleika bezerra 
1032,"nos termos regimentais da câmara municipal do natal, que seja enviado ofício a sra. secretária, danielle mafra, titular da secretaria municipal de esportes e lazer  sel, solicitando a recuperação da quadra de esportes do conjunto monte belo, situada na rua antônio aurélio, conjunto monte belo, bairro neópolis, natal/rn. ",01554/2019,ver.,"ver. felipe alves  mdb assunto: requer nos termos regimentais da câmara municipal do natal, que seja enviado ofício ao sr. secretário interino, rossini azevedo, titular da secretaria municipal de serviços urbanos  semsur, solicitando em caráter de urgência a limpeza completa da praça monte belo, situada na rua antônio aurélio, conjunto monte belo, bairro neópolis, natal/rn. movimento: em discussão única.  requerimento nº. 01555/2019 "
1033,"que seja enviado ofício ao secretário municipal de governo  smg, solicitando uma cópia do relatório de viabilidade econômico e financeiro, elaborado pela coordenação que fez o estudo técnico sobre a urbana, em relação ao termo de ajustamento de conduta  tac. ",01465/2019,ver.,"ver. fernando lucena  pt assunto: requer que seja enviado ofício à secretaria municipal de transportes e trânsito urbano  sttu, solicitando a pintura de uma faixa de pedestre, em frente ao colégio professora zuleide fernandes, na rua armando ribeiro gonçalves, conjunto brasil novo  bairro pajuçara, zona norte de natal/rn. movimento: em discussão única.  requerimento nº. 01466/2019 "
1034,"que seja enviado ofício à sttu, solicitando a relação da frota de ônibus com ano de fabricação e número das placas do município de natal/rn. ",01481/2019,ver.,"ver. fernando lucena  pt assunto: requer que seja enviado ofício à semov, solicitando a recuperação e pavimentação da rua claudionor figueiredo, bairro nova descoberta, zona sul de natal/rn. movimento: em discussão única.  requerimento nº. 01516/2019 "
1035,"que seja enviado ofício à secretaria municipal de educação - sme, solicitando informações sobre os contratos de locação dos ônibus que transportam os alunos da rede municipal de ensino, como também ano de fabricação e placas dos mesmos. ",01573/2019,ver.,"ver. fúlvio saulo  sd assunto: requer que seja enviado ofício à semov, solicitando a limpeza da lagoa do antigo horto da cidade da esperança, localizado na av. piauí com rua garanhuns, bairro cidade da esperança, natal/rn. movimento: em discussão única.  requerimento nº. 01574/2019 "
1036,"à semov, solicitando o reparo no local onde foi retirado um redutor de velocidade (quebra-molas) na avenida das seringueiras. bairro: nossa senhora da apresentação ",01549/2019,sd,ver. klaus araújo 
1037,"nos termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de obras públicas e infra-estrutura (semov), solicitando o serviço de assentamento de paralelepípedos na rua santa luzia, no bairro de lagoa azul, loteamento jeová. ",01383/2019,ver.,"ver. kleber fernandes- pdt assunto: requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de obras públicas e infra-estrutura (semov), solicitando o serviço de assentamento de paralelepipedos na rua são sebastião, no bairro de lagoa azul, loteamento jeová. movimento: em discussão única.  requerimento nº. 01484/2019 "
1038,"ofício à semov operação tapa buracos av. interventor mário câmara, 2477  cid da esperança natal  rn. ",01489/2019,ver.,"ver. kleber fernandes- pdt assunto: requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de educação (sme), solicitando a construção de um centro municipal de educação infantil  cemei, na rua apóstolo felipe  conjunto nova jerusalém, no bairro de lagoa azul. movimento: em discussão única.  requerimento nº. 01525/2019  ver. luiz almir  sem partido assunto: requer que seja enviado ofício à urbana, solicitando a realização de serviços de limpeza, capinação e pintura de meio fio da rua retirolândia, conj. soledade i, bairro potengi, zona norte de natal. movimento: em discussão única.  requerimento nº. 01526/2019  ver. luiz almir  sem partido assunto: requer que seja enviado ofício à urbana, solicitando a realização de serviços de limpeza, capinação e pintura de meio fio da rua vitória da conquista, conj. soledade i, bairro potengi, zona norte de natal. estado do rio grande do norte câmara municipal do natal palácio padre miguelinho    9   movimento: em discussão única.  requerimento nº. 01527/2019  ver. luiz almir  sem partido assunto: requer que seja enviado ofício à semsur, solicitando a limpeza da lagoa de captação localizada na rua retirolândia com a rua vitória da conquista (ao lado do terminal rodoviário), conj. soledade i, bairro potengi, zona norte de natal. movimento: em discussão única.  requerimento nº. 01386/2019 "
1039,esperança  zona oeste -natal/rn ,01387/2019,troca,"ver. maurício gurgel  psol assunto: requer ofício à semsur, solicitando "
1040,"bananeiras, ",01388/2019,tapa,"ver. maurício gurgel  psol assunto: requer envio ofício à semov, solicitando operação "
1041,"à semov, solicitando operação tapa buraco na rua. cel. josé pinto, próximo/ou em frente ao restaurante parmigianino  bairro cidade alta, natal/rn. ",01535/2019,pdt,verª. nina souza 
1042,"à semsur, solicitando a troca de lâmpada do poste nº b4 - 401, localizado na rua. enoque fonseca, conjunto santa catarina  bairro, potengi, natal/rn ",01536/2019,pdt,verª. nina souza 
1043,"à semov, solicitando a pavimentação e drenagem na rua maria vânia costa, loteamento - jardim brasil,  bairro pajuçara, natal/rn. ",01537/2019,pdt,verª. nina souza 
1044,"à semsur, solicitando que seja feita a limpeza e manutenção da praça henrique carloni, localizada entre as ruas praia de jacumã, praia do rio doce e praia de camboinhas, conjunto ponta negra, bairro de ponta negra ",1279/2019,psdb,ver. paulinho freire 
1045,"à semov, solicitando seja realizado o serviço de capeamento asfáltico do anel viário de ônibus urbano que segue na rua construtor severino bezerra e finaliza no terminal localizado na rua cristais de gelo, comunidade salinas bairro redinha. ",01280/2019,psdb,ver. paulinho freire 
1046,"à semov, solicitando que seja realizado o serviço de recapeamento asfáltico em toda extensão da avenida amintas barros. ",01432/2019,psdb,ver. paulinho freire 
1047,"à sttu, solicitando da ilustre secretária, a implantação a implantação de uma ciclovia no canteiro central da av. expedicionários, nossa sra. da apresentação. ",01337/2019,patriota,ver. preto aquino 
1048,"requerimento à urbana, solicitando a limpeza geral no conjunto praia mar do bairro felipe camarão. ",01338/2019,patriota,ver. preto aquino 
1049,"requerimento à urbana, solicitando a limpeza geral na rua do tório (lateral do poder judiciário) - bairro potilândia sob o cep: 59076-250. ",01339/2019,patriota,ver. preto aquino 
1050,"em discussão única.  requerimento nº. 01543/2019 - ver. raniere barbosa  avante assunto: requer que seja enviado ofício à sel, solicitando a construção de uma quadra de esportes, localizada na rua dos campos entre a localidade: barreiros e conjunto: jardim américa  bairro: felipe camarão, zona oeste da capital ",01416/2019,bairro:,"ver. raniere barbosa  avante assunto: requer que seja enviado ofício à semsur, solicitando 02 (dois) postes pétala de 11mts, no conjunto: dinarte mariz (antigo inferninho, entre a primeira etapa central e a segunda etapa) "
1051,"que seja enviado ofício à sttu, solicitando reparo asfáltico à rua mascarenhas homem, praia do meio. ",01544/2019,ver.,"ver. raniere barbosa  avante assunto: requer que seja enviado ofício à semsur, solicitando lâmpadas para os postes nºs m81-672 e m81-674, na rua: annú (por trás do posto 8)  conjunto santa clara, zona oeste desta capital. movimento: em discussão única.  requerimento nº. 01471/2019 "
1052,"à semov, solicitando afixação de grades que recobrem uma vala, localizada à rua monte sinai, em capim macio. ",01472/2019,pmb,ver. robson carvalho 
1053,"à sttu, solicitando a instalação de lombada à rua josé herôncio de melo, redinha. ",01522/2019,pmb,ver. robson carvalho 
1054,"- requer que seja enviado ofício ao secretário, jonny araújo da costa, secretário da semsur, solicitando a melhoria da iluminação na quadra de esporte, localizado na avenida aristófanes fernandes no bairro do bom pastor. ",00465/2019,psdb,ver. aroldo alves 
1055,"- requer que seja enviado ofício ao secretário jonny araújo da costa, secretaria semsur, solicitando poda das arvores na avenida alexandrino de alencar, no trecho da avenida interventor mario câmara, com avenida coronel estevam no bairro do alecrim. ",00488/2019,psdb,ver. aroldo alves 
1056,"- requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício ao ilustríssimo secretário municipal da urbana, josivan cardoso moreno, solicitando limpeza ao redor da para de ônibus, na avenida bom pastor no trecho da rua coronel coelho com avenida capitão mour-goveia no bairro do bom pastor, conhecida como parada do padre thiago. ",00490/2019,psdb,ver. aroldo alves 
1057,"- requer que seja enviado ofício à semov, solicitando pavimentação da travessa construtora severino bezerra, localizada no bairro redinha, natal  rn. ",00329/2019,pros,ver.ª carla dickson 
1058,"                                                                                                                                                                                                                                                 assunto:     - requer que seja enviado ofício à semov, solicitando pavimentação da rua oficial de justiça marcos domingos leite, localizada no bairro redinha, natal-rn. ",00330/2019,pros,ver.ª carla dickson 
1059,"- requer que seja enviado ofício à semov, solicitando pavimentação da 2° travessa rio salgado, localizada no bairro redinha, cep: 59122-508 natal-rn. ",00331/2019,pros,ver.ª carla dickson 
1060,"que seja enviado ofício à semov, solicitando a pavimentação da rua santa catarina de sena, lot. nova república, pajuçara, natal/rn. ",00497/2019,dem,ver. dagô do forró 
1061,"- requer que seja enviado ofício à semov, solicitando a pavimentação da rua são sebastião, lot. nova república, pajuçara, natal/rn. ",00498/2019,dem,ver. dagô do forró 
1062,"- requer que seja enviado ofício à semov, solicitando a pavimentação da rua campos sales, lot. nova república, pajuçara, natal/rn. ",00499/2019,dem,ver. dagô do forró 
1063,"nos termos regimentais, sessão solene em homenagem ao mês de resistência das mulheres negras.      ",00543/2019,pt,vera. divaneide lula basílio 
1064,"que seja enviado ofício à secretaria municipal de obras e viação, solicitando a operação tapa-buracos, bem como recapeamento asfáltico da rua indomar, no bairro de felipe camarão.      ",00556/2019,pt,vera. divaneide lula basílio 
1065,"que seja enviado ofício à semov, solicitando a realização de serviço de recapeamento asfáltico da avenida felizardo moura, localizada no bairro nordeste.      ",00485/2019,psl,vera. eleika bezerra 
1066,"que seja enviado ofício à urbana, solicitando a retirada de lixo no canteiro central da avenida beira canal, localizada no bairro do tirol. ",00487/2019,psl,vera. eleika bezerra 
1067,"que seja enviado ofício à semov, solicitando serviço de pavimentação da rua souza pinto, localizada no bairro do tirol. ",00557/2019,psl,vera. eleika bezerra 
1068,que seja enviado voto de congratulações pelos 69 anos de fundação da tribuna do norte ,00489/2019,mdb,vera. felipe alves 
1069,"que seja enviado ofício a sttu, solicitando a pintura das lombadas existentesna rua solange nunes do nascimento, cidade nova, natal rn. ",00544/2019,mdb,ver. felipe alves 
1070,"que seja enviado ofício a sttu, solicitando a pintura das faixas de pedestres existentes na av solange nunes do nascimento e rua monte calmo em cidade nova, natal rn ",00545/2019,mdb,ver. felipe alves 
1071,"- requer que seja realizada audiência pública, sobre a campanha da fraternidade 2019  que tem como tema: serás libertado pelo  ",00491/2019,psb,ver. franklin capistrano 
1072,"- requer que seja enviado voto de congratulações pela ascensão ao posto de major brigadeiro do ar, o excelentíssimo senhor brigadeiro do ar luiz guilherme silveira de medeiros.  ",00492/2019,psb,ver. franklin capistrano 
1073,"- requer que seja enviado ofício à semsur, solicitando a limpeza e capinação da praça eng. wilson miranda, no bairro de santos reis. ",00493/2019,psb,ver. franklin capistrano 
1074,"- solicita, nos termos regimentais, providências para sinalização / identificação horizontal de ponto de ônibus na avenida prudente de morais, em frente ao número 6133, bairro: candelária. ",00449/2019,pdt,vera. júlia arruda 
1075,solicitando que seja realizada a limpeza dos canteiros da av interventor mario câmara  bairro dix-sept rosado ,00459/2019,requer,ver. klaus araújo- sd assunto:      
1076,"solicitando a manutenção do calçamento das ruas, professor henrique de melo (iniciando no conjunto dos professores até ccab sul), etelvino cunha e das avenidas, odilon gomes de lira ( iniciando próximo a ufrn até o ccab sul) e josé seabra fagundes (village dos mares) no conjunto dos professores  bairro mirassol. ",00460/2019,requer,ver. klaus araújo- sd assunto:      
1077,"pronto atendimento  upa no bairro de nossa senhora da apresentação, conjunto parque dos coqueiros, beneficiando centenas de famílias que residem na zona norte de natal. ",00478/2019,requer,ver. klaus araújo- sd assunto:      
1078,"- requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de obras públicas e infraestruturas (semov), solicitando o serviço de limpeza das tampas protetoras dos bueiros (bocas de lobo) localizados na rua tijuana e na rua dos caboclinhos no bairro lagoa azul. ",00399/2019,pdt,ver. kleber fernandes 
1079,"- requer nos termos regimentais da câmara municipal de natal, ofício à secretaria municipal de serviços urbanos (semsur), solicitando a substituição da lâmpada do seguinte poste: c4796, localizado na rua joão virgílio de miranda, no bairro petrópolis. ",00403/2019,pdt,ver. kleber fernandes 
1080,"- requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de obras públicas e infraestruturas (semov), solicitando o serviço de recuperação e manutenção do calçamento da rua ângelo varela, bairro tirol. ",00404/2019,pdt,ver. kleber fernandes 
1081,adolfo gordo - cid esperança ,00534/2019,requer,ver. maurício marielle gurgel  psol assunto:      
1082,campina grande - cid esperança ,00535/2019,requer,ver. maurício marielle gurgel  psol assunto:     
1083,central x av da divisão - cidade nova ,00536/2019,requer,ver. maurício marielle gurgel  psol assunto:      
1084,"- requer que seja enviado ofício à semsur, solicitando poda de árvores na av. solange nunes do nascimento (em frente à igreja católica são josé), bairro cidade nova, cep 59072500. ",00531/2019,psd,ney lopes júnior 
1085,"- requer que seja enviado ofício à semsur, solicitando iluminação dos postes que ficam no entorno da lagoa de captação, localizada na avenida das seringueiras, nossa sra. da apresentação, loteamento vale dourado, cep 59114-500. ",00532/2019,psd,ney lopes júnior 
1086,"- requer a substituição da sessão solene em homenagem ao dia do advogado pela sessão de entrega da comenda dr. miguel seabra fagundes, haja vista os dois eventos legislativos tratarem-se do mesmo seguimento, mantendo-se a data do dia 13 de agosto do corrente ano às 18hs30min, neste parlamento municipal, conforme requerimento em anexo protocolado no dia 18 de fevereiro do corrente ano. ",00552/2019,psd,ney lopes júnior 
1087,"solicitando a reforma da quadra de esportes, localizado na avenida dr. joão medeiros filho.  bairro, igapó natal/rn ",00353/2019,requer, vera. nina souza- pdt assunto:      
1088,"- requer que seja realizada sessão solene no plenário dessa casa legislativa no dia 10 de abril de 2019, às 18:00 horas, com o - port ",00501/2019,pdt,vera. nina souza 
1089,"- requer que seja enviado ofício à semov, solicitando operação tapa buraco na avenida. moema tinoco, entre a rua. doutor carlos mesquita e a avenida. joão medeiros filho  bairro pajuçara, natal/rn. ",00502/2019,pdt,vera. nina souza 
1090,"  - requer que seja enviado ofício à semsur, solicitando que seja realizado a construção de uma alameda para prática esportiva na rua presidente mascarenhas, entre as ruas dos pegas e pedro nóvoa, bairro das quintas.    ",00341/2019,psdb,ver.  paulinho freire 
1091,"  - requer que seja enviado ofício à semsur, solicitando poda das árvores da rua jequitinhonha, conjunto pirangi, bairro neópolis. ",00344/2019,psdb,ver.  paulinho freire 
